stusps,state,hud_area_code,countyname,hud_area_name,fips,pop2023,fmr_0,fmr_1,fmr_2,fmr_3,fmr_4
CA,06,METRO47300M47300,Tulare County,"Visalia, CA MSA",0610799999,473446,1116,1123,1474,2028,2393
CA,06,NCNTY06109N06109,Tuolumne County,"Tuolumne County, CA",0610999999,54993,1096,1257,1589,2078,2666
CA,06,METRO37100M37100,Ventura County,"Oxnard-Thousand Oaks-Ventura, CA MSA",0611199999,842009,1998,2250,2693,3652,4240
CA,06,METRO40900MM9270,Yolo County,"Yolo, CA HUD Metro FMR Area",0611399999,217141,1604,1615,2104,2917,3178
CA,06,METRO49700M49700,Yuba County,"Yuba City, CA MSA",0611599999,81705,1166,1272,1550,2156,2600
CO,08,METRO19740M19740,Adams County,"Denver-Aurora-Centennial, CO MSA",0800199999,520149,1643,1754,2089,2734,3049
CO,08,NCNTY08003N08003,Alamosa County,"Alamosa County, CO",0800399999,16460,766,833,999,1389,1676
CO,08,METRO19740M19740,Arapahoe County,"Denver-Aurora-Centennial, CO MSA",0800599999,654453,1643,1754,2089,2734,3049
CO,08,NCNTY08007N08007,Archuleta County,"Archuleta County, CO",0800799999,13509,1134,1141,1337,1859,2243
CO,08,NCNTY08009N08009,Baca County,"Baca County, CO",0800999999,3496,746,771,973,1353,1525
CO,08,NCNTY08011N08011,Bent County,"Bent County, CO",0801199999,5561,772,777,1019,1417,1598
CO,08,METRO14500M14500,Boulder County,"Boulder, CO MSA",0801399999,328658,1553,1795,2124,2820,3239
CO,08,METRO19740M19740,Broomfield County,"Denver-Aurora-Centennial, CO MSA",0801499999,73946,1643,1754,2089,2734,3049
CO,08,NCNTY08015N08015,Chaffee County,"Chaffee County, CO",0801599999,19564,1110,1117,1466,2039,2298
CO,08,NCNTY08017N08017,Cheyenne County,"Cheyenne County, CO",0801799999,1726,790,796,1044,1343,1637
CO,08,METRO19740M19740,Clear Creek County,"Denver-Aurora-Centennial, CO MSA",0801999999,9403,1643,1754,2089,2734,3049
CO,08,NCNTY08021N08021,Conejos County,"Conejos County, CO",0802199999,7553,746,865,973,1332,1336
CO,08,NCNTY08023N08023,Costilla County,"Costilla County, CO",0802399999,3534,737,742,973,1353,1525
CO,08,NCNTY08025N08025,Crowley County,"Crowley County, CO",0802599999,5782,976,982,1289,1546,2021
CO,08,NCNTY08027N08027,Custer County,"Custer County, CO",0802799999,4885,853,856,1112,1333,1743
CO,08,NCNTY08029N08029,Delta County,"Delta County, CO",0802999999,31173,854,865,1114,1537,1869
CO,08,METRO19740M19740,Denver County,"Denver-Aurora-Centennial, CO MSA",0803199999,710800,1643,1754,2089,2734,3049
CO,08,NCNTY08033N08033,Dolores County,"Dolores County, CO",0803399999,2329,855,1017,1115,1423,1748
CO,08,METRO19740M19740,Douglas County,"Denver-Aurora-Centennial, CO MSA",0803599999,360206,1643,1754,2089,2734,3049
CO,08,NCNTY08037N08037,Eagle County,"Eagle County, CO",0803799999,55650,1640,1813,2379,2852,3688
CO,08,METRO19740M19740,Elbert County,"Denver-Aurora-Centennial, CO MSA",0803999999,26457,1643,1754,2089,2734,3049
CO,08,METRO17820M17820,El Paso County,"Colorado Springs, CO HUD Metro FMR Area",0804199999,730323,1196,1464,1735,2413,2744
CO,08,NCNTY08043N08043,Fremont County,"Fremont County, CO",0804399999,49107,942,948,1244,1593,1647
CO,08,NCNTY08045N08045,Garfield County,"Garfield County, CO",0804599999,61683,1215,1223,1605,2232,2391
CO,08,METRO19740M19740,Gilpin County,"Denver-Aurora-Centennial, CO MSA",0804799999,5856,1643,1754,2089,2734,3049
CO,08,NCNTY08049N08049,Grand County,"Grand County, CO",0804999999,15724,1107,1318,1475,1769,2474
CO,08,NCNTY08051N08051,Gunnison County,"Gunnison County, CO",0805199999,17018,1015,1149,1334,1855,2238
CO,08,NCNTY08053N08053,Hinsdale County,"Hinsdale County, CO",0805399999,911,867,873,1145,1461,1795
CO,08,NCNTY08055N08055,Huerfano County,"Huerfano County, CO",0805599999,6896,698,811,1013,1215,1588
CO,08,NCNTY08057N08057,Jackson County,"Jackson County, CO",0805799999,1440,749,754,989,1262,1551
CO,08,METRO19740M19740,Jefferson County,"Denver-Aurora-Centennial, CO MSA",0805999999,580519,1643,1754,2089,2734,3049
CO,08,NCNTY08061N08061,Kiowa County,"Kiowa County, CO",0806199999,1347,868,873,1146,1463,1797
CO,08,NCNTY08063N08063,Kit Carson County,"Kit Carson County, CO",0806399999,7039,828,833,1093,1311,1714
CO,08,NCNTY08065N08065,Lake County,"Lake County, CO",0806599999,7403,1017,1024,1343,1714,2106
CO,08,NCNTY08067N08067,La Plata County,"La Plata County, CO",0806799999,55983,1181,1211,1589,1942,2288
CO,08,METRO22660M22660,Larimer County,"Fort Collins-Loveland, CO MSA",0806999999,359363,1509,1537,1732,2385,2540
CO,08,NCNTY08071N08071,Las Animas County,"Las Animas County, CO",0807199999,14422,796,880,1155,1425,1529
CO,08,NCNTY08073N08073,Lincoln County,"Lincoln County, CO",0807399999,5583,769,774,1016,1413,1593
CO,08,NCNTY08075N08075,Logan County,"Logan County, CO",0807599999,21302,769,839,1101,1452,1458
CO,08,METRO24300M24300,Mesa County,"Grand Junction, CO MSA",0807799999,156131,881,986,1249,1737,2095
CO,08,NCNTY08079N08079,Mineral County,"Mineral County, CO",0807999999,794,1017,1024,1343,1714,2106
CO,08,NCNTY08081N08081,Moffat County,"Moffat County, CO",0808199999,13232,881,887,1164,1396,1614
CO,08,NCNTY08083N08083,Montezuma County,"Montezuma County, CO",0808399999,26070,852,906,1180,1569,1850
CO,08,NCNTY08085N08085,Montrose County,"Montrose County, CO",0808599999,42823,884,890,1168,1624,1959
CO,08,NCNTY08087N08087,Morgan County,"Morgan County, CO",0808799999,29045,878,884,1160,1606,1824
CO,08,NCNTY08089N08089,Otero County,"Otero County, CO",0808999999,18580,737,742,973,1303,1632
CO,08,NCNTY08091N08091,Ouray County,"Ouray County, CO",0809199999,4936,1170,1245,1526,2122,2392
CO,08,METRO19740M19740,Park County,"Denver-Aurora-Centennial, CO MSA",0809399999,17597,1643,1754,2089,2734,3049
CO,08,NCNTY08095N08095,Phillips County,"Phillips County, CO",0809599999,4493,798,803,1054,1345,1652
CO,08,NCNTY08097N08097,Pitkin County,"Pitkin County, CO",0809799999,17325,1526,2020,2214,2826,3471
CO,08,NCNTY08099N08099,Prowers County,"Prowers County, CO",0809999999,11968,746,888,973,1249,1542
CO,08,METRO39380M39380,Pueblo County,"Pueblo, CO MSA",0810199999,168135,875,967,1269,1617,1893
CO,08,NCNTY08103N08103,Rio Blanco County,"Rio Blanco County, CO",0810399999,6511,764,769,1009,1285,1582
CO,08,NCNTY08105N08105,Rio Grande County,"Rio Grande County, CO",0810599999,11442,839,976,1094,1312,1715
CO,08,NCNTY08107N08107,Routt County,"Routt County, CO",0810799999,24944,1726,1845,2022,2424,3170
CO,08,NCNTY08109N08109,Saguache County,"Saguache County, CO",0810999999,6454,748,797,975,1295,1529
CO,08,NCNTY08111N08111,San Juan County,"San Juan County, CO",0811199999,690,945,1119,1227,1509,1924
CO,08,NCNTY08113N08113,San Miguel County,"San Miguel County, CO",0811399999,8082,1245,1254,1645,2288,2579
CO,08,NCNTY08115N08115,Sedgwick County,"Sedgwick County, CO",0811599999,2391,746,759,973,1167,1525
CO,08,NCNTY08117N08117,Summit County,"Summit County, CO",0811799999,30955,1701,1880,2467,2958,3268
CO,08,METRO17820N08119,Teller County,"Teller County, CO HUD Metro FMR Area",0811999999,24758,1029,1362,1493,2076,2505
CO,08,NCNTY08121N08121,Washington County,"Washington County, CO",0812199999,4817,854,856,1114,1336,1475
CO,08,METRO24540M24540,Weld County,"Greeley, CO MSA",0812399999,331466,1171,1238,1563,2174,2590
CO,08,NCNTY08125N08125,Yuma County,"Yuma County, CO",0812599999,9938,803,809,1061,1361,1405
CT,09,METRO25540M25540,Capitol Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0911001080,3148,1286,1477,1865,2236,2537
CT,09,METRO25540M25540,Capitol Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0911002060,18856,1286,1477,1865,2236,2537
CT,09,METRO25540M25540,Capitol Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0911004300,20210,1286,1477,1865,2236,2537
CT,09,METRO25540M25540,Capitol Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0911005910,21547,1286,1477,1865,2236,2537
CT,09,METRO25540M25540,Capitol Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0911006260,4848,1286,1477,1865,2236,2537
CT,09,METRO25540M25540,Capitol Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0911012270,10108,1286,1477,1865,2236,2537
CT,09,METRO25540M25540,Capitol Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0911016400,5268,1286,1477,1865,2236,2537
CT,09,METRO25540M25540,Capitol Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0911017800,12267,1286,1477,1865,2236,2537
CT,09,METRO25540M25540,Capitol Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0911022070,5214,1286,1477,1865,2236,2537
CT,09,METRO25540M25540,Capitol Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0911022630,50798,1286,1477,1865,2236,2537
CT,09,METRO25540M25540,Capitol Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0911024800,11157,1286,1477,1865,2236,2537
CT,09,METRO25540M25540,Capitol Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0911025360,16700,1286,1477,1865,2236,2537
CT,09,METRO25540M25540,Capitol Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0911025990,41100,1286,1477,1865,2236,2537
CT,09,METRO25540M25540,Capitol Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0911027600,26685,1286,1477,1865,2236,2537
CT,09,METRO25540M25540,Capitol Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0911031240,35136,1286,1477,1865,2236,2537
CT,09,METRO25540M25540,Capitol Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0911032640,11020,1286,1477,1865,2236,2537
CT,09,METRO25540M25540,Capitol Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0911037070,119970,1286,1477,1865,2236,2537
CT,09,METRO25540M25540,Capitol Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0911037910,9109,1286,1477,1865,2236,2537
CT,09,METRO25540M25540,Capitol Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0911044700,59473,1286,1477,1865,2236,2537
CT,09,METRO25540M25540,Capitol Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0911044910,22454,1286,1477,1865,2236,2537
CT,09,METRO25540M25540,Capitol Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0911045820,6106,1286,1477,1865,2236,2537
CT,09,METRO25540M25540,Capitol Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0911050440,73301,1286,1477,1865,2236,2537
CT,09,METRO25540M25540,Capitol Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0911052140,30551,1286,1477,1865,2236,2537
CT,09,METRO25540M25540,Capitol Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0911060120,17468,1286,1477,1865,2236,2537
CT,09,METRO25540M25540,Capitol Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0911065370,20724,1286,1477,1865,2236,2537
CT,09,METRO25540M25540,Capitol Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0911068940,24747,1286,1477,1865,2236,2537
CT,09,METRO25540M25540,Capitol Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0911069220,10164,1286,1477,1865,2236,2537
CT,09,METRO25540M25540,Capitol Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0911070550,43575,1286,1477,1865,2236,2537
CT,09,METRO25540M25540,Capitol Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0911071390,26820,1286,1477,1865,2236,2537
CT,09,METRO25540M25540,Capitol Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0911072090,11462,1286,1477,1865,2236,2537
CT,09,METRO25540M25540,Capitol Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0911074540,15636,1286,1477,1865,2236,2537
CT,09,METRO25540M25540,Capitol Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0911076290,14556,1286,1477,1865,2236,2537
CT,09,METRO25540M25540,Capitol Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0911078250,30377,1286,1477,1865,2236,2537
CT,09,METRO25540M25540,Capitol Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0911082590,63809,1286,1477,1865,2236,2537
CT,09,METRO25540M25540,Capitol Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0911084900,27180,1286,1477,1865,2236,2537
CT,09,METRO25540M25540,Capitol Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0911085950,5563,1286,1477,1865,2236,2537
CT,09,METRO25540M25540,Capitol Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0911087000,29367,1286,1477,1865,2236,2537
CT,09,METRO25540M25540,Capitol Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0911087070,12555,1286,1477,1865,2236,2537
CT,09,METRO14860M14860,Greater Bridgeport Planning Region,"Bridgeport-Stamford-Danbury, CT MSA",0912008070,148012,1731,2100,2511,3036,3598
CT,09,METRO14860M14860,Greater Bridgeport Planning Region,"Bridgeport-Stamford-Danbury, CT MSA",0912023890,7612,1731,2100,2511,3036,3598
CT,09,METRO14860M14860,Greater Bridgeport Planning Region,"Bridgeport-Stamford-Danbury, CT MSA",0912026620,62508,1731,2100,2511,3036,3598
CT,09,METRO14860M14860,Greater Bridgeport Planning Region,"Bridgeport-Stamford-Danbury, CT MSA",0912048620,18833,1731,2100,2511,3036,3598
CT,09,METRO14860M14860,Greater Bridgeport Planning Region,"Bridgeport-Stamford-Danbury, CT MSA",0912074190,52403,1731,2100,2511,3036,3598
CT,09,METRO14860M14860,Greater Bridgeport Planning Region,"Bridgeport-Stamford-Danbury, CT MSA",0912077200,36928,1731,2100,2511,3036,3598
CT,09,METRO25540M25540,Lower Connecticut River Valley Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0913014300,3786,1286,1477,1865,2236,2537
CT,09,METRO25540M15350,Lower Connecticut River Valley Planning Region,"Clinton town, CT Exception Area",0913015350,13317,1286,1477,1865,2236,2539
CT,09,METRO25540M25540,Lower Connecticut River Valley Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0913018080,14301,1286,1477,1865,2236,2537
CT,09,METRO25540M19130,Lower Connecticut River Valley Planning Region,"Deep River town, CT Exception Area",0913019130,4432,1286,1477,1865,2236,2539
CT,09,METRO25540M25540,Lower Connecticut River Valley Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0913020810,7182,1286,1477,1865,2236,2537
CT,09,METRO25540M25540,Lower Connecticut River Valley Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0913022280,8934,1286,1477,1865,2236,2537
CT,09,METRO25540M25540,Lower Connecticut River Valley Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0913022490,12834,1286,1477,1865,2236,2537
CT,09,METRO25540M26270,Lower Connecticut River Valley Planning Region,"Essex town, CT Exception Area",0913026270,6766,1286,1477,1865,2236,2539
CT,09,METRO25540M25540,Lower Connecticut River Valley Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0913035230,8562,1286,1477,1865,2236,2537
CT,09,METRO25540M40710,Lower Connecticut River Valley Planning Region,"Killingworth town, CT Exception Area",0913040710,6219,1286,1477,1865,2236,2539
CT,09,METRO25540M25540,Lower Connecticut River Valley Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0913044210,2356,1286,1477,1865,2236,2537
CT,09,METRO25540M25540,Lower Connecticut River Valley Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0913047080,4236,1286,1477,1865,2236,2537
CT,09,METRO25540M25540,Lower Connecticut River Valley Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0913047360,47646,1286,1477,1865,2236,2537
CT,09,METRO25540M25540,Lower Connecticut River Valley Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0913057040,7644,1286,1477,1865,2236,2537
CT,09,METRO25540M57320,Lower Connecticut River Valley Planning Region,"Old Saybrook town, CT Exception Area",0913057320,10515,1286,1477,1865,2236,2539
CT,09,METRO25540M25540,Lower Connecticut River Valley Planning Region,"Hartford-West Hartford-East Hartford, CT MSA",0913061800,9421,1286,1477,1865,2236,2537
CT,09,METRO25540M81680,Lower Connecticut River Valley Planning Region,"Westbrook town, CT Exception Area",0913081680,6832,1286,1477,1865,2236,2539
CT,09,METRO47930M01220,Naugatuck Valley Planning Region,"Ansonia town, CT Exception Area",0914001220,18951,1246,1445,1788,2210,2864
CT,09,METRO47930M03250,Naugatuck Valley Planning Region,"Beacon Falls town, CT Exception Area",0914003250,6089,1246,1445,1788,2210,2864
CT,09,METRO47930M47930,Naugatuck Valley Planning Region,"Waterbury-Shelton, CT MSA",0914004930,3398,1246,1445,1788,2210,2608
CT,09,METRO47930M47930,Naugatuck Valley Planning Region,"Waterbury-Shelton, CT MSA",0914008490,61129,1246,1445,1788,2210,2608
CT,09,METRO47930M14160,Naugatuck Valley Planning Region,"Cheshire town, CT Exception Area",0914014160,28852,1279,1445,1788,2210,2608
CT,09,METRO47930M19550,Naugatuck Valley Planning Region,"Derby town, CT Exception Area",0914019550,12359,1246,1445,1788,2210,2864
CT,09,METRO47930M47930,Naugatuck Valley Planning Region,"Waterbury-Shelton, CT MSA",0914046940,7736,1246,1445,1788,2210,2608
CT,09,METRO47930M47930,Naugatuck Valley Planning Region,"Waterbury-Shelton, CT MSA",0914049950,31634,1246,1445,1788,2210,2608
CT,09,METRO47930M58300,Naugatuck Valley Planning Region,"Oxford town, CT Exception Area",0914058300,12870,1246,1445,1788,2210,2864
CT,09,METRO47930M47930,Naugatuck Valley Planning Region,"Waterbury-Shelton, CT MSA",0914060750,11715,1246,1445,1788,2210,2608
CT,09,METRO47930M47930,Naugatuck Valley Planning Region,"Waterbury-Shelton, CT MSA",0914062290,9414,1246,1445,1788,2210,2608
CT,09,METRO47930M67610,Naugatuck Valley Planning Region,"Seymour town, CT Exception Area",0914067610,16799,1246,1445,1788,2210,2864
CT,09,METRO47930M47930,Naugatuck Valley Planning Region,"Waterbury-Shelton, CT MSA",0914068170,41402,1246,1445,1788,2210,2608
CT,09,METRO47930M47930,Naugatuck Valley Planning Region,"Waterbury-Shelton, CT MSA",0914069640,19973,1246,1445,1788,2210,2608
CT,09,METRO47930M47930,Naugatuck Valley Planning Region,"Waterbury-Shelton, CT MSA",0914075730,7476,1246,1445,1788,2210,2608
CT,09,METRO47930M47930,Naugatuck Valley Planning Region,"Waterbury-Shelton, CT MSA",0914080070,114356,1246,1445,1788,2210,2608
CT,09,METRO47930M47930,Naugatuck Valley Planning Region,"Waterbury-Shelton, CT MSA",0914080490,22171,1246,1445,1788,2210,2608
CT,09,METRO47930M47930,Naugatuck Valley Planning Region,"Waterbury-Shelton, CT MSA",0914087560,16192,1246,1445,1788,2210,2608
CT,09,METRO47930M47930,Naugatuck Valley Planning Region,"Waterbury-Shelton, CT MSA",0914087910,9787,1246,1445,1788,2210,2608
CT,09,NCNTY09150N09150,Northeastern Connecticut Planning Region,"Northeastern Connecticut Planning Region, CT",0915001430,4220,1104,1304,1601,2062,2326
CT,09,NCNTY09150N09150,Northeastern Connecticut Planning Region,"Northeastern Connecticut Planning Region, CT",0915009190,8456,1104,1304,1601,2062,2326
CT,09,NCNTY09150N09150,Northeastern Connecticut Planning Region,"Northeastern Connecticut Planning Region, CT",0915012130,5082,1104,1304,1601,2062,2326
CT,09,NCNTY09150N09150,Northeastern Connecticut Planning Region,"Northeastern Connecticut Planning Region, CT",0915013810,2168,1104,1304,1601,2062,2326
CT,09,NCNTY09150N09150,Northeastern Connecticut Planning Region,"Northeastern Connecticut Planning Region, CT",0915021860,1616,1104,1304,1601,2062,2326
CT,09,NCNTY09150N09150,Northeastern Connecticut Planning Region,"Northeastern Connecticut Planning Region, CT",0915036000,1628,1104,1304,1601,2062,2326
CT,09,NCNTY09150N09150,Northeastern Connecticut Planning Region,"Northeastern Connecticut Planning Region, CT",0915040500,17785,1104,1304,1601,2062,2326
CT,09,NCNTY09150N09150,Northeastern Connecticut Planning Region,"Northeastern Connecticut Planning Region, CT",0915059980,15079,1104,1304,1601,2062,2326
CT,09,NCNTY09150N09150,Northeastern Connecticut Planning Region,"Northeastern Connecticut Planning Region, CT",0915061030,4294,1104,1304,1601,2062,2326
